albumId,gId,gName,gNum,gStatus,isBuy,ownerId,ownerName,priceCny,tokenId
100513868,101830433,Cece-cotton,1,,1,10918513,Ceceplants,91111,1417053
100513868,101830434,Cece-cotton,2,,1,10038022,Ceceplants,12318.98,1417294
100513868,101830435,Cece-cotton,3,,1,10055210,Ceceplants,0,1417099
100513868,101830436,Cece-cotton,4,,1,10122012,Ceceplants,0,1416281
100513868,101830437,Cece-cotton,5,,1,11008476,Ceceplants,27288,1416914
100513868,101830438,Cece-cotton,6,,1,10041798,Ceceplants,24440,1415798
100513868,101830439,Cece-cotton,7,,1,10631536,Ceceplants,35544,1418149
100513868,101830440,Cece-cotton,8,,1,10769579,Ceceplants,24300,1416521
100513868,101830441,Cece-cotton,9,,1,10492799,Ceceplants,91001,1417020
100513868,101830442,Cece-cotton,10,,1,10031433,Ceceplants,16000,1417399
100513868,101830443,Cece-cotton,11,,1,11029047,Ceceplants,32000,1418151
100513868,101830444,Cece-cotton,12,,1,10026101,Ceceplants,25350,1418159
100513868,101830445,Cece-cotton,13,,1,10155416,Ceceplants,0,1415293
100513868,101830446,Cece-cotton,14,,1,10050214,Ceceplants,12199,1417492
100513868,101830447,Cece-cotton,15,,1,10025650,Ceceplants,9487,1419082
100513868,101830448,Cece-cotton,16,,1,10387255,Ceceplants,37111,1416155
100513868,101830449,Cece-cotton,17,,1,10976077,Ceceplants,16888,1418461
100513868,101830450,Cece-cotton,18,,1,10938745,Ceceplants,8999,1419002
100513868,101830451,Cece-cotton,19,,1,10040209,Ceceplants,0,1417947
100513868,101830452,Cece-cotton,20,,1,10627227,Ceceplants,12888,1417616
100513868,101830453,Cece-cotton,21,,1,10457212,Ceceplants,14567,1415195
100513868,101830454,Cece-cotton,22,,1,10059335,Ceceplants,0,1418265
100513868,101830455,Cece-cotton,23,,1,11255851,Ceceplants,42888,1418256
100513868,101830456,Cece-cotton,24,,1,11258292,Ceceplants,30088,1415787
100513868,101830457,Cece-cotton,25,,1,10064465,Ceceplants,0,1416536
100513868,101830458,Cece-cotton,26,,1,10231098,Ceceplants,24000,1415852
100513868,101830459,Cece-cotton,27,,1,10462047,Ceceplants,0,1416438
100513868,101830460,Cece-cotton,28,,1,10387255,Ceceplants,27888,1416207
100513868,101830461,Cece-cotton,29,,1,10131180,Ceceplants,17999,1417179
100513868,101830462,Cece-cotton,30,,1,10037660,Ceceplants,0,1416991
100513868,101830463,Cece-cotton,31,,1,10439303,Ceceplants,22220,1416318
100513868,101830464,Cece-cotton,32,,1,10342612,Ceceplants,0,1415984
100513868,101830465,Cece-cotton,33,,1,10039107,Ceceplants,0,1415528
100513868,101830466,Cece-cotton,34,,1,10555263,Ceceplants,25000,1418636
100513868,101830467,Cece-cotton,35,,1,11169238,Ceceplants,9400,1417150
100513868,101830468,Cece-cotton,36,,1,10517584,Ceceplants,35888,1418025
100513868,101830469,Cece-cotton,37,,1,10997283,Ceceplants,10399,1415884
100513868,101830470,Cece-cotton,38,,1,11801324,Ceceplants,36666,1418028
100513868,101830471,Cece-cotton,39,,1,10490624,Ceceplants,32666,1418602
100513868,101830472,Cece-cotton,40,,1,11909303,Ceceplants,26000,1418714
100513868,101830473,Cece-cotton,41,,1,10455978,Ceceplants,8888,1418419
